,name,qualification,specialization,clinic_address,timing_days,timing_session,review_score,consultation_fee,current_url,feedbacks

21,Dr. Lakshmikanth P,"MBBS, MD - General Medicine, DM - Cardiology","Cardiologist
16 Years Experience Overall  (8 years as specialist)","154/11, Bannerghatta Road, Amalodbhavi Nagar, Panduranga Nagar, Landmark: Opposite IIM, Bangalore",Mon - Sat,10:00 AM - 04:00 PM,,₹1000,https://www.practo.com/bangalore/doctor/dr-lakshmikanth-p-cardiologist?practice_id=728755&specialization=Cardiologist&referrer=doctor_listing,"['I recommend the doctorMy father had visited the hospital and it was kidney related issue. Consultation was fine by the doctor. Angiogram was suggested. I would like to recommend the doctor to other people. He is patient friendly doctor. Apollo consultation amount is very costly. Tablets were prescribed by the doctor. There was more waiting time in the hospital when we went. It was for 2 -2.5 hours. ** **** ** *** *** ********', 'I recommend the doctorDoctor cares very much about his patients and he he listen all our problems with more attention and patient friendly doctor', 'I recommend the doctorThe doctor sir is exceptional. He sort all my problems & he is very friendly to patients. He just advice not to panic as it was only a somatic pain and nothing else. A very positive doctor sir.', 'Visited For HypertensionI do not recommend the doctorHoped for better: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for money', 'Visited For Rheumatic Heart Disease TreatmentI recommend the doctorHappy with: Doctor friendlinessValue for moneyTreatment satisfactionExplanation of the health issueVery good doctor....takes care of patients very gently...does not suggest unnecessary test...is on the point']"

22,Dr. Balaraju D,"MD - General Medicine, DNB - Cardiology, MBBS","Cardiologist
12 Years Experience Overall  (6 years as specialist)","45/1, 45th Cross, Marenahalli Road, Phase II, Landmark: Next To Big Bazar & Opposite To Bangalore Central, Bangalore",Mon - Sat,04:00 PM - 06:00 PM,,₹750,https://www.practo.com/bangalore/doctor/dr-balaraju-d-cardiologist?practice_id=1041383&specialization=Cardiologist&referrer=doctor_listing,"['I recommend the doctorMy dad had consulted the doctor and it was for heart attack related. Consultation went well.  I would like to recommend the doctor to many people. There was less waiting time in the hospital. It was 5-10 minutes. Tablets were prescribed by the doctor. My dad is recovering health wise.', 'I recommend the doctorMy mother in law had visited the hospital and met the doctor as she had chest pain and breathing issues. Consultation was good with the doctor and doctor advised well. I can definitely recommend the doctor to my family or friends. We are satisfied with the explanation and treatment given by the doctor.  Tablets were prescribed by the doctor. Medical tests like scanning and blood test was done. There was no waiting time in the hospital.']"

23,Dr. Devananda N.S,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery","Cardiothoracic Surgeon, Cardiologist
31 Years Experience Overall  (22 years as specialist)","98, Kodihalli, Landmark: HAL Bus Stop, Bangalore",Mon,01:00 PM - 05:00 PM,86% (14 votes),₹900,https://www.practo.com/bangalore/doctor/dr-devananda-n-s-cardiac-surgeon?practice_id=630200&specialization=Cardiologist&referrer=doctor_listing,"['Visited For Cardiac ProcedureI recommend the doctorDoctor done CABG AND he was very good I would recommend , he explained clearly the procedure and follow ups also very good , we were satisfied', 'I recommend the doctorMy father in law had consulted the doctor for normal check up, he had open heart surgery few years back. Consultation was fine by the doctor. I would like to recommend this doctor for my family and friends. He is our family doctor. There was no waiting time in the hospital.', 'I recommend the doctorI have visited the hospital and taken the consultation for my son for a surgery. Consultation was fine by the doctor. I would like to recommend this doctor for my family and friends. There was some waiting time in the hospital when we went. Doctor was friendly.', ""Visited For Blocked Blood VesselsI do not recommend the doctorHoped for better: Explanation of the health issueTreatment satisfaction**** *** *******Took my dad to him.He advised by pass heart surgery.The bad part was that after performing the surgery he didn't even appraise of the completion.He did not even bother to update us on my dad's health for 3 days after surgery.Only junior docs kept telling us that my dad was ok.******* ***** * **** ***** ******* my dad passed.This doctor a wrong choice."", 'I recommend the doctorHappy with: Doctor friendlinessValue for moneyTreatment satisfactionExplanation of the health issueOne of the most tremendously fablus doctor i have ever met. He is a great surgen, a very good human being, anyone meeting him once will get that confidence that he can do it best.He puts his heart nd soul in cure patience, so carm nd compose he his.Amazing doctor nd yes amazing team he have.Very hardworking', ""Visited For Mitral/Heart Valve ReplacementOpen Heart SurgeryI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeIf you have to give your precious heart in anyone's hands .. This is the place to go.Dr Devananda and his team of experienced surgeons is one of the best teams I have ever seen. Experience of my father's double valve replacement from initial consultation to recovery and the professional post op care and attention we get from the doctors has been nothing short of phenomenal. My father is recovering well and given the complex nature of the operation the skills of the surgeons is evident. I highly recommend Dr Devananda. An absolutely amazing doctor and a fantastic team!"", 'Visited For Bentall ProcedureI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDr.Devananda is a life savior, he is one of the best Doctors for any cardiac ailment. My mom\'s case was aortic stenosis on the ascending arteries due to calcification which was very complex and needed extensive experience and detailing to even attempt the surgery. I am glad we were recommended to and chose Dr. Devananda and his team at Manipal who made it look very simple and stress free which is a boon in these days. The doctor clearly explained the symptoms, process and the diagnosis to us and made us understand the complexity involved. The surgery took almost 10 hours for the bentall procedure with homograft. He really has the ""Hands of God""...', 'Visited For Cardiovascular ConditionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeHe is a life Saver, I had my closed one admitted in critical condition. They took up the patient, treated the best.And saved a Life...ever graeteful to you Sir.', 'I recommend the doctor* ***** ******* who built a great team.The patient gets confidence when he talks to him at first instance itself.', 'I recommend the doctorI had been to hospital and consulted the doctor as I had heart related issue, I went for follow up. Treatment was fine by doctor. I even met him 11 years back too, he had done my CABG. I can definitely recommend the doctor to my family or friends. He told to continue same tablets. There was more waiting time in the hospital, I waited for 2 hours since he is a busy doctor. Exercise was suggested. Doctor was friendly.']"

24,Dr. Keshav R,"MD - General Medicine, DNB - Cardiology, MBBS","Cardiologist
34 Years Experience Overall  (30 years as specialist)","14, Cunningham Road, Landmark: Near Sigma Mall, Bangalore",Mon - Sat,11:00 AM - 02:00 PM,97% (59 votes),₹700,https://www.practo.com/bangalore/doctor/dr-keshav-r-cardiologist?practice_id=1154556&specialization=Cardiologist&referrer=doctor_listing,"['Visited For Heart ConditionsI recommend the doctorThe doctor was very patient. Drew pictures of blockages in the heart and explained all problems. Informed us with all options to take the process further and connected me to the right coordinator too for further process', 'I recommend the doctorDr.Keshav is very good cardiologist, we had 2 angioplasty done in our family, he counsels very well and does very good diagnosis !', 'Visited For Cardiac checkup - GeneralI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueHe is a good lesiner and feel I have consulted the right docter. I am happy with his instructions for further follow up', 'Visited For Heart ConditionsCRTD/CRTPCoronary AngiographyI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeSuper analysis communication recommendations and treatment . Have been patient of Dr. Keshav for twelve years.Good person', 'Visited For Heart AttackCardiovascular EmergenciesI recommend the doctorMy regular doctor, saved me from heart attack in 2011. Since then I consult him on regular basis. ****** ** ************ quick in diagnosing. His prescription medications work.', 'Visited For Heart ConditionsI recommend the doctorvery good doctor and never give un necessary tablets and fedback . we can trust him. 99% ... All the best', 'I recommend the doctorDr.Keshava is an experienced cardiac specialist. Talks little but listens carefully.He is trustworthy.', ""I recommend the doctorHe studied the patient's history very calmly and asked a few questions.He was able to give us a proper diagnosis. He was quite particular when giving us his views. The assurance given by him is very satisfactory."", 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeExcellent and I would like to recommend Dr. Kesha’s to my friends and other family members. Thank u u 🙏.', ""Visited For HypertensionHeart FailureHeart AttackI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeHe saved my life in 2011, when I had heart attack. Since then I've been consulting him regularly. He guides me well, I've worked with him closely in improving few parameters""]"

25,Dr. N Praveen Kumar,"MBBS, MD - General Medicine, Fellowship in Non-Invasive Cardiology (FIC)","General Physician, Special Interest in Cardiology
15 Years Experience Overall","1226, HIG, 8th'B' Cross, Yelahanka New Town, Landmark: Near RTO Office & Behind Poorna Prajna School, Bangalore","Mon - Thu, Sat","10:00 AM - 02:00 PM
04:00 PM - 08:00 PM",90% (101 votes),₹500,https://www.practo.com/bangalore/doctor/dr-n-praveen-kumar-cardiologist?practice_id=742157&specialization=Cardiologist&referrer=doctor_listing,"[""I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeWe visited Dr. for my Son showing up Covid symptoms. Dr. immediately started his treatment and recommended for ICU observation as my son's conditon was not good . He consulted Hospitals and provided online consultation and helped to get admission. Post discharge, Dr. continued to provide online consultation and helped him to recover fast. Along with my son, other family members also got covid positive. Dr. helped to provide online consultation and medicine to all family members to recover fast. Thank you Dr."", 'Visited For Treadmill Test - TMTI recommend the doctorDoctor was very professional and was hearing the issues. Absolutely recommended doctor for cardio issues.', 'I do not recommend the doctorPatient was sick checked temperature gave antibiotics. * **** **** * **** *** ** ******* Had to go to hospital and it was diagnosed as dengue. Not recommended.', 'I do not recommend the doctorWhile the doctor seemed ok, the clinic was rather dusty and dirty. The nurse took my blood sample in an unhygienic, cluttered room, and at one point I saw the needle touch the dusty table. I should have left before I took the test itself but I just went along with it because I was exhausted. Also visited the washroom to get a urine sample and it was horrible. Clinics need to be clean and hygienic and this is not done. The blood tests also seemed more expensive than other places. I complained to the doctor later about the unhygienic conditions of the room and toilet, and he said he would look into it. I hope they do for the sake of their patients.', ""I do not recommend the doctorWent to take advice and concent for Dental implant ater by pass surgery as required by a dentist.Instead of advice, he wanted me to undergo TMT , Echo etc by paying Rs.3000. He said without these tests he can't advice or do anything.He said if I want I can go and claim My Rs 500 paid to Practo but within minutes I received his bill and Practo says no refund is possible.He asked me why did I undergo CABG?Nobody undergoes heart by pass surgery for fun?* ***** ********* ******** ***** **** **** ** ******* *** *****From the beginning he was telling me that he does not want to argue. I went for advice not for argument.Just wasted money and time."", 'Visited For FeverI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeOne rarely see a doctor so grounded and hears paitently . The doctor really digs in to know the root cause . I was feverish due to food allergyAmazingly he did know my other health issue without letting him know and he gave medicine accordingly.the doctor will on precribe for test if only required. I would definitely recommend himDr. N Praveen Kumar repliedThanks Mr bijoo. Really appreciate', 'Visited For Pain in Left part of ChestAnginaChest PainI recommend the doctorDr. Praveen spends a considerable amount of time understanding the situation, reads the symptoms well and offers treatment based on history and current diagnosis. The doctor was extremely patient and very friendly. Very happy with my visit and will definitely recommend Dr. Praveen.', 'Visited For Heart ConditionsI do not recommend the doctorHoped for better: Doctor friendlinessWait timeThis hospital staff and doctor does not repects patient time. I got an appointment at 12 o clock. Waited for an hour and after multiple time asking with reception they asked me to come in evening. If you are a doc you should respect others time and patient condition.', 'Visited For Type 1 Diabetes TreatmentI do not recommend the doctorHoped for better: Wait timeHad scheduled appointment at 8 AM as it was showing free on practo,, when I went to clinic it was closed and called the number which was on board, I think he was doctor who spoke and asked me to come after 9, so I scheduled appointment on practo at 9.15, I was waiting for doctor for 5 mins, then they told to come after 10. If they do not respect others time how to trust.', ""Visited For CrampingType 1 DiabetesI do not recommend the doctorHoped for better: Treatment satisfactionI first visited doctor on Saturday morning and then same day evening for check up. He ask me come next day morning (Sunday) and seemed surprised when I visited him next day. Called me on Monday at 10, but when I reached he is out for round (to some hospital). if you can't attend patient, don't call him.""]"

26,Dr. Sridhara N,"MBBS, MD - General Medicine, DM - Cardiology","Cardiologist
26 Years Experience Overall  (17 years as specialist)","111, West of Chord Road, Landmark: OppositeRajajinagar 1st Block Junction, Bangalore",Mon - Sat,10:30 AM - 11:30 AM,94% (50 votes),₹630,https://www.practo.com/bangalore/doctor/dr-sridhara-n-cardiologist?practice_id=1154559&specialization=Cardiologist&referrer=doctor_listing,"[""I recommend the doctorWe ferried my grandmother(74) on a Sunday evening to the emergency room at Fortis CG road. She had chest discomfort, tightness in her jaw/throat and her ecg at a clinic showed major abnormality. Dr Sridhara came to the hospital to check my grandma at a short notice. He schedule her for an angiogram the next morning(it was May 1st and govt holiday). He performed angiogram on a holiday and conveyed the results to us.My grandma was very impressed with the doctor as she didn't feel any pain in the procedure. My grandma was chatting with him in the procedure and it was done before she knew it. She called up few of my relatives and told how good the doctor was.I strongly recommend Dr Sridhara"", 'I recommend the doctorHe is really great doctor and i can see how complicated my mom condition was. She was 65 and not able to go for heart surgery and we are looking for noninvasive method, however surgery is only option given by doctors. Her arteries were not in condition to place the stunts. However he did miracle and spent 4 hrs to place the stunts successfully. He is GOD for my family. I strongly recommend him for any cardiology advise.', 'Visited For Cardiac AblationI do not recommend the doctorHoped for better: Value for money****** ** ******* **** ****** *** ******* ******** ** ******** ** **** ******* ** ****** *** Just for the heart beat increase, he made us to admit and charged around 27k for a day which is TOO HIGH for a common man. This is truly unacceptable. And post he says, if its insurance, why are you asking about fare and prices. ***** ****** ** *** ***** ****** **** ******* ** *********I will definitely NOT recommend this to any person. Pls check any other cardiologist for better prospects.*** ********** *** **** ********* *** ** *** ******** ** *** **** ** *** ***** *** **********', ""I do not recommend the doctorHoped for better: Value for moneyWait timeDoctor didn't visit other doctor had had come disappointed with practo promise, And doctor who visited instead of him is not professional"", 'Visited For Heart ConditionsI recommend the doctorHappy with: Explanation of the health issue**** ****** *** ***** ******* ******* I had to wait longer almost more than an hour even after getting an appointment which was disappointing.', 'Visited For Heart CareI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionWait timeI had booked the appointment for my dad and the entire process was smooth and the way how the next steps were explained was great. Awaiting next visit with the reports for my dad.Thank you Doc.', 'Visited For Blocked Blood VesselsIrregular HeartbeatI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeHe is very cool, he listens to the patient problems and he advices what patient needs.very thankful to him', 'Visited For 2D - Echocardiography (2D-Echo)Treadmill Test - TMTI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI was really satisfied by the Doctor friendlyness approach. Explanation of the health issue is really good.Since I met the Doctor for the first time I was really impressed.', 'Visited For Coronary Angioplasty / Bypass SurgeryI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeNothing to say about him, in one word really he is God for us.He has been given a good suggestions and good treatment with less money. we will never forgot him in our life.', 'I recommend the doctorWaited half an hour for the consultation. But the doctor is very nice and generous. I am happy about the doctor.']"

27,Dr. G Vivek,"DM - Cardiology, MD - General Medicine, DNB - General Medicine, MBBS","Cardiologist, Interventional Cardiologist
18 Years Experience Overall  (11 years as specialist)","Number -2947/E, Service Road, Landmark: Next to Honda Showroom and Opposite to Maruthi Mandir, Bangalore",Mon - Sat,05:30 PM - 08:00 PM,100% (87 votes),₹800,https://www.practo.com/bangalore/doctor/g-vivek-cardiologist?practice_id=1278603&specialization=Cardiologist&referrer=doctor_listing,"['Visited For Cardiac checkup - GeneralI recommend the doctorExcellent and very down to earth doctor visted for chest pain would hight recommend for any kind of cardiac issues .', 'Visited For Angioplasty and StentingI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionDr. G Vivek is a very humble person. This is what I guess makes him a class apart. He is very patient with the patients and explains every query without thinking twice.We should have more doctors like Dr. G Vivek. I wish him all the best in his endeavours.', 'Visited For Pain in Left part of ChestI recommend the doctorHappy with: Doctor friendlinessWait timeI consulted the doctor for chest pain. He checked everything including ECG. Doctor was transparent enough to inform there are no issues. And recommended exercises.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyDr Vivek, is very friendly..I would recommend everyone to visit him if you have problems related to your heart.Staff are really friendly people', 'Visited For Hypertension TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI know Dr Vivek since more than one and a half decade, he is excellent in diagnosing patients and treatment.', 'Visited For BP MonitoringElectrocardiography (ECG)I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyVery friendly, listened to us patiently n answered all our queries to our satisfaction. Purpose is visit was fulfilled.', 'Visited For Heart CareI recommend the doctorHappy with: Treatment satisfactionDoctor friendlinessValue for moneyWait timeDr. Vivek sir has very good friendly nature and he makes you comfortable and then talk about your health issues...I visited recently for small chest pain and he explained it cause very well and after the I really got relified.', ""Visited For Heart ConditionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyDoctor explained about my situation very well. As per his explanation its all about my mind problem not heart problem, it's all happening from my anxiety or mental depression and suggested for 24 hour Holter monitor test so now I am thinking about it"", 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionI had a very good interaction with him. He was very polite and guided me in a very proper manner. He gave a proper explanation of the health issue.Dr. G Vivek repliedThanks pranay', 'Visited For CardioversionI recommend the doctorHappy with: Treatment satisfaction********* ********** We are treating almost past 3years. My father is well. Thank you.Kindly do the good job.']"

28,Dr. Nagesh H E,"MBBS, MD - General Medicine, DNB - Cardiology","Cardiologist
26 Years Experience Overall  (14 years as specialist)","8th Main Road, 5/2, 13th Cross Road, Landmark: Opposite to Canara Union, Bangalore",Mon - Sat,11:00 AM - 02:30 PM,100% (25 votes),₹750,https://www.practo.com/bangalore/doctor/dr-nagesh-h-e-cardiologist-1?practice_id=711687&specialization=Cardiologist&referrer=doctor_listing,"[""I recommend the doctorHe is treating my mother since a very long time and he has conducted angiogram as well. He is very good *** *** ********* ** **** ********** The waiting time may vary depending on the doctor's arrival and crowd. Usually it will be one hour. But my overall experience with the doctor is highly satisfactory."", 'I recommend the doctorMy mother had chest pain so went to hospital. Consultation was fine by the doctor. Doctor was very kind and polite. I have already recommended the doctor to my family or friends. Medicine was prescribed by doctor. Tests was done. I had met twice to hospital. Outside doctor room, there is one person who sends inside who are paying consultation fees and ignoring others who come for second consultation in a week. they send us last. I got angry with it. Doctor was friendly. Next month I have plans to visit again for follow-up.', 'I recommend the doctorI was really worried when my GP refereed me to Nagesh after abnormalities in my ECG. I was able to connect with him very well and explain all my symptoms which helped him to diagnose my condition. He was very friendly and treated me very well.', 'Visited For Cardiac checkup - GeneralI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDr.nagesh is listening to our health issues, patiently checking, patient friendly.Today my appointment was around 2p.m,but dr was attending an emergency case, came a bit late, Inspite of all this,he had an ear to our problems!Minimum 15 to 20 minutes to each patient, sometimes it might be more too. Thisbis my first time visit to dr.nagesh.i am very happy with him,i would recommend him to other patients too.', 'I recommend the doctorI had health issue so went to hospital long back. ********* *** **** ** *** ******* 2 years back I met the doctor. Consultation was good experience. I can surely recommend doctor to my family or friends circle. There was waiting time in the hospital. It was for 15 minutes. Doctor was friendly and Hospitality was good.', 'I recommend the doctorHe is very supportive, listening and clearing your doubts.I would highly recommend this as a cardiologist in this area.', 'Visited For CardioversionI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeCalm n composed . Listens to our problem n analyses it well , explains possibilities and guides properly']"

29,Dr. Srinivas Prasad B V,"MBBS, MD - Medicine, DM - Cardiology","Interventional Cardiologist
21 Years Experience Overall  (5 years as specialist)","#180, Kyaswar Mansion, 16th Main, Jayanagar 4th T Block,, Bangalore","Mon, Wed - Sat","08:15 AM - 09:00 AM
05:00 PM - 08:00 PM",100% (19 votes),₹600,https://www.practo.com/bangalore/doctor/dr-srinivas-prasad-b-v-general-physician?practice_id=1321293&specialization=Cardiologist&referrer=doctor_listing,"['I recommend the doctorDoctor was friendly. He listened and explained clearly. Suggested proper examination and test to avoid any confusion and eliminate doubts.', 'Visited For Heart ConditionsI recommend the doctorPlease go here ,you won’t regret ,Doctor and staffs are true friendly, they will make you comfortable', 'I recommend the doctorDoctor is highly experienced and very well behaved. Diagnosis is to the point and very fast. Really impressed by the services provided. The clinic Apoorva Superspeciality Hospital has latest equipments and staff is very well behaved. All the covid norms were followed properly and was really happy with the service provided.', 'Visited For Cardiac ProcedureI recommend the doctorVery patient and polite doctor with enormous knowledge and to the point treatment . Highly recommended for any heart issues', 'I recommend the doctorvery calm nature, he will listen every word from patients, he wil suggest if tests if required, and suggest very good medication', 'I recommend the doctorvery well explained. very good caring. treatment went really well. highly recommended the doctor for any cardiac issues.', 'I recommend the doctorThe way he treat their patient was very good. Explained everything in detail and ask us to take only necessary test', 'I recommend the doctorHe was patient,approachable and really good. I could discuss my medical issues and he diagnosed really well.']"

30,Dr. B.S. Chakrapani,"MBBS, DM - Cardiology, DNB - General Medicine","Cardiologist
37 Years Experience Overall  (35 years as specialist)","98, Kodihalli, Landmark: HAL Bus Stop, Bangalore",Mon,01:00 PM - 05:00 PM,94% (31 votes),₹900,https://www.practo.com/bangalore/doctor/dr-b-s-chakrapani-cardiologist?practice_id=630200&specialization=Cardiologist&referrer=doctor_listing,"['I recommend the doctor** ********** ** **** ************ ** **** ****** This is because no one in Chennai, Hyderabad & Bangalore was able to treat MVP problem of my Father.He is methodical, patient, digs into patient history and provides a comprehensive treatment plan ***** ** **** *********.Dr Chakrapani thanks a lot !', 'I recommend the doctorI visited the hospital mostly at the off hours I guess. So a very few patients were seen ahead of me. Mr. Chakrapani is such an experienced and proficient doctor. I am delighted to get an outstanding assistance and treatment from his side. I just had a completely satisfied consultation with him and I am absolutely gratified with the results.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionWait timeDr Chakrapani ** ** ********* ****** with vast experience. I would definitely recommend him ** *** ** *** **** ************ ** ******* *********', 'Visited For Irregular HeartbeatI do not recommend the doctorHoped for better: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timehe forced us to get ecg and echo done and told he will do rest of the consultation after that only. Feels really bad what our health system has become.', 'Visited For CardiographyI do not recommend the doctorThere’s at least 1 and a half our wait time between each test, it’s frustrating. Though the doctor is okay.', 'Visited For Cardiac DiseasesI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timesamba siva reddy - doctor is very friendly , explains clearly about situation and he takes care of his patients very well, he directly go to lab and look after his patients reports. Well experienced. I liked his way of responding , receiving patients very much.. kudos doctor ....', 'Visited For Cardiac checkup - GeneralEchocardiographyElectrocardiography (ECG)I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionExplanation of the health issueValue for moneyWait timeHas been providing great health care since I became his patient in 2013. Has a spiritual approach - patient friendly, calm, kind, and patient. Open to various approaches. Gives you the psychological confidence to carry on, which is key to help lead a normal life..', 'I recommend the doctorHappy with: Treatment satisfactionDoctor friendlinessExplanation of the health issueDoctor was very helpful and gave us answers for all the questions I had.he recommended few tests to be sure of the exact problem and causes.his friendly nature and on time check up made our visit very easy and smooth.definitely a very experienced doctor you can consult for any heart issue.', 'Visited For HypertensionBlocked Blood VesselsAnginaI recommend the doctorGood listener and down to earth ..ease patient and one can rely without any worries.. highly recommend', 'Visited For Cardiovascular ConditionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionWait timeI consult this doctor regularly to show my mother. She is having some complications because of chemo treatment. After consulting couple of other Cradio doctors in Manipal, i settled with Mr Chakrapani. He is extremely good and experienced as well.']"

31,Dr. Karthik Vasudevan,"MBBS, DNB - General Medicine, DM - Cardiology","Cardiologist
18 Years Experience Overall","26/4, Brigade Gateway, Malleshwaram West, Landmark: Beside Metro Cash and Carry West, Bangalore",Mon - Sat,10:00 AM - 04:00 PM,,₹950,https://www.practo.com/bangalore/doctor/dr-karthik-vasudevan-cardiologist-1?practice_id=1131812&specialization=Cardiologist&referrer=doctor_listing,[]

32,Dr. Vithal.D.Bagi,"MBBS, MD - General Medicine, DM - Cardiology, DNB - Cardiology","Interventional Cardiologist
7 Years Experience Overall","154/11, Bannerghatta Road, Amalodbhavi Nagar, Panduranga Nagar, Landmark: Opposite IIM, Bangalore",Mon - Sat,12:00 PM - 04:00 PM,,₹1000,https://www.practo.com/bangalore/doctor/vithal-d-bagi-cardiologist?practice_id=728755&specialization=Cardiologist&referrer=doctor_listing,"['I recommend the doctor********* **** *** *** **** ****** * **** **** ****** ** ** *****Few days back Dr Bagi conducted cadiac procedures for my 82 year old mom.He has done it so skilfully,that at this ripe age my mom has resisted and showing recovery signs. Not only that, he is so down to earth and so compassionate to the patient,that his approach is itself a solace and a healing touch.Thank you so much Dr Bagi', 'I recommend the doctorWe took our mother for general checkup to Dr. Vithal Bagi , he is very down to earth and explained every details about the heart and angiogram procedure and every thing went very smooth , that too in the pandemic time. I recommend Dr. Bagi. Thank you.']"

33,Dr. Lalchand Bandagi,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery","Cardiologist
19 Years Experience Overall  (9 years as specialist)","98, Kodihalli, Landmark: HAL Bus Stop, Bangalore",Mon - Sat,12:00 PM - 04:00 PM,,₹900,https://www.practo.com/bangalore/doctor/dr-lalchand-bandagi-cardiac-surgeon?practice_id=630200&specialization=Cardiologist&referrer=doctor_listing,"['Visited For Mitral/Heart Valve ReplacementCardiovascular ConditionsI recommend the doctorHighly recommend Dr Lalchand and the cardiothoraic and vascular surgery team at Manipal Hospital. My elderly father had an open heart surgery (double valve replacement) recently and right from the initial consultation to an extremely complex operation to reassuring us and ensuring he is recovering well, the team has gone way beyond our expectations. Very approachable, friendly, ************* and experienced surgeons! I have total faith in Dr Lalchand and am grateful to the team for the miracle job they have done for my father who is healing well!', 'I recommend the doctorthe consultation was for myself it was a general checkup the doctor gave me proper medication ** ** * **** ****** I would surely recommend the doctor', 'Visited For Open Heart SurgeryI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyMy father was treated by Dr Lal Chand for Open Heart Surgery 2 years back at Manipal Hospital, Old Airport Road. His case was quite complicated one but Dr lal and team handled it really well .We found him to be approachable and very friendly. At all stages he gave us enough information to understand the situation well, this made the whole process very smooth. Post surgery interactions have also been extremely helpful ever sine then. Would highly recommend him to all with any heart related issue.']"

