,name,qualification,specialization,clinic_address,timing_days,timing_session,review_score,consultation_fee,current_url,feedbacks

21,Dr. Shashi Garg,"BHMS, MD - Homeopathy","AYUSHHomoeopath
23 Years Experience Overall","#C-4F/288, Janakpuri, Landmark: Near Surajmal College, Delhi","Mon, Fri","10:00 AM - 01:00 PM
06:00 PM - 08:30 PM",,₹600,https://www.practo.com/delhi/doctor/dr-sashi-gupta-homeopath?practice_id=661339&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctor** **** ********* **********2. listen to the problem patiently,3. relief in first does especially with the sachetsDr. Shashi Garg repliedThanks', 'I recommend the doctorGreat doctor.Listens to patient very carefully.Gives time to your problem and tries to understand. Amazing experience . Thanku doctor', 'I recommend the doctorDr. Shashi is an amazing doctor. She is very friendly, open minded and easy approachable. I, honestly, share the things I hesitate to share with even my mother and she had always guided me like a guardian giving me the best advice and possible solutions to a problem.', 'I recommend the doctorExperience was really nice .the doctors elaborated nicely .the clinic was well maintained .the treatment was nice and now I am fit and healthy , if any check ups required I will be there ..mow I feel that homeopathic is better than aleopathic....now I feel much better .thankyou😊😊', 'I recommend the doctorDr.shashi gupta is very cooperative and learned..she has lot of patience and field knowledge.i recommend .']"

22,Dr. Gurpreet Juneja,BHMS,"AYUSHHomoeopath
26 Years Experience Overall","4/23, First Floor, East, Landmark: Near Siddhartha Hotel & Above Patanjali Showroom, Delhi",Mon - Sat,04:00 PM - 08:00 PM,96% (26 votes),₹500,https://www.practo.com/delhi/doctor/gurpreet-juneja-homoeopath?practice_id=1149380&specialization=Homoeopath&referrer=doctor_listing,"[""I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionI have been in touch with Dr.Gurpreet Juneja for the last 8-10 years for different ailments and I have no hesitation to say that she treated me successfully. In growing age (now 80 yrs), during changing seasons, I am prone to climatic attacks causing severe chest infection/congestion as also acute cold & nasal congestions. Earlier I used to be treated by my family physician of more than 50 years by alleopathic medicines including antibiotics. But later, I switched over to homeopathic medicines given to me by Dr.Gurpreet Juneja which cured me to my full satisfaction. Her benign advice is that I need contact her at once after noticing the first symptom of these ailments which I do and get relief fast.I must highlight two recent major ailments which attacked me in mid Nov. '17 i.e. HERPES & FACIAL PALSY on the right side of the face. After getting initial treatment of Steroids & strong antibiotics etc. from Neurologist & Skin Specialist, I switched over to homeopathy and Dr.Gurpreet Juneja, after reading & understanding fully my whole case, has prescribed medicines which have cured me upto 95%. I give her feedback almost every week & she instills confidence in me that I'll be cured fully and black patches on the face would also vanish with her medicines in due course.I would like to add that, over the period, I have found Dr.Gurpreet Juneja a very kind, courteous, cool, caring & soft-spoken person. She is fully dedicated, devoted & posseses high degree of medical professionalism. I value her medical advice which I follow diligently."", ""I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI have been taking treatment from her for more than a year now. I had very serious and chronic scalp infection and hairfall problem which resulted in irritation and low confidence. Dr. Juneja's medication has resolved my problems by 90%. She is kind, patient and I still consult her over video call after shifting from Delhi. She stays in touch with her patients and sends medicines through courier. I have also recommended her to my family members and friends. I can now flaunt, style and colour my hair, which was impossible before 😁"", 'I recommend the doctorHappy with: Treatment satisfactionDr. Juneja is a very experienced homeopath who has been treating our family **** *********** *** *** **** ** ****** Especially with our two young children, we found her advice invaluable to help cure quickly common ailments such as cold, fever, breathlessness. ******* ** *** **** ********* *** the senstivity with which she attends to our medical needs, we have developed a strong faith in her capabilities and also in homeopathy as a credible alternative to allopathic treatment. We strongly recommend seeing her to those seeking quality healthcare advice.', 'Visited For Cough TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneySuper Homeo doc ..... She treats her patient like her own family member... makes us understand the problem and treatment ..... Soft spoken....My husband had sever cough and was taking med since 3 yrs from the other doc but nothing worked.. then we came to her and now he never thinks to change as he gets instant relief ...Even my mom got her treatment done for fungus infection on her feet and back pain...My dadi took medicines for Liver infection...Her condition is stable now...For us.. she is a one stop for all ailments.....Thank u mam for all your support and help !!', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI visited Dr. Gurpreet mam for the treatment of continued allergic cough and cold, nose blocking and stuffing which I developed after shifting to Delhi. She diagnosed well and prescribed medicine which worked well within a month or two. I can now breathe comfortably thanks to her.Also I am visiting her for other problems and have taken some of my near-ones to get treated successfully by her.I highly recommend her to any body who is looking for a good, efficient and thorough professional Doctor.', ""I recommend the doctorHappy with: Treatment satisfactionDr. Juneja is an extremely empathetic doctor. She keeps patience and counsels the same. I've been under her treatment for over an year now, her Medicines are **** *** **** ********* ** *** ****** **** No side effects. She take her patients seriously and even after my relocation of city, I faced no problems in continuing the treatment, as she gets my medicines couriered. Thank you, doctor, for your patience and treatment. :))"", 'I do not recommend the doctorHoped for better: Value for moneyI went there to consult for hair fall problem. Doctor is friendly she listens to your problem patiently but I felt that prices are very high *** *** ********* *** *** ***** *** ***** * I gave 1000 Rs for my hair fall treatment and when I started using those medicines * ******** **** ** **** **** ******* **** ****** ***** * ******* ****** ** **** ******** I apply those medicines on my scalp. So, I stopped using the medicines ** *** *** **** ** ** *** *** all my money went in vain.', ""Visited For Obesity TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeGurpreet ma'am is incredibly efficient in her way of making a patient feel comfortable in the first visit only,which actually generates a high level of TRUST Factor between her and the patient. She's very empathetic,honest and friendly. I would really recommend her to all of my contacts. May God bless her. :)"", ""I recommend the doctorHappy with: Treatment satisfactionExplanation of the health issueExperience was Very good with doctor, If I talk about my problem, I was facing Skin allergy from couple of years, It creates every year in the starting of winter season.. I took medicine different different places but I didn't get satisfaction, because it removed for short time only. But when I changed medicine from allopathy to Homeopathy , I got permanent solution of my problem***** ******* **** **** I Am fully recomand homeopathy treatment, because it's safe and no side effect.. Thanks to Doctor For her excellent work.."", 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI knew about mam through my friend who was taking medicine for cough and cold....I have been suffering from sinusitis since one year ...I was taking alleopathic medicine but no improvement was seen as my situation was getting worsen...but when I started treatment with mam I have seen tremendous improvement with in one month of time span..moreover she is very friendly in nature and discuss in detail about the problem and symptoms to give precise medicine...she is wonderful at her profession as a homoeopathic doctor..thank you mam...']"

23,Dr. Sourav Biswas,"MD - Homeopathy, BHMS","AYUSHHomoeopath
19 Years Experience Overall","Agarwal City Mall, Shop Number 351, 3rd Floor Plot Number 3, Road Number 44, Pitampura (Rani Bagh), Delhi",Mon - Fri,11:00 AM - 08:00 PM,,₹450,https://www.practo.com/delhi/doctor/dr-sourav-biswas-homoeopath?practice_id=1026762&specialization=Homoeopath&referrer=doctor_listing,"[""I recommend the doctorHappy with: Doctor friendlinessAs pr advertisement in social site and also suggest my friend to join batra for hair treatment then I joined and took package for one year . In starting time I am happy because my hair fall was stopped. But after sometimes I faced same issue. That's why I'm not happy because every time doctors gave me excuses.I also changed doctors but hair fall was not stop. They called me to continue treatment but right now I didn't extend my appointment. It's my opinion. If you connect me further and provide me actual solution then I will join again."", ""I recommend the doctorI went through a perfect session, in which I got to know about the problems in detail. The doctor explained everything well. He also suggested some tests for further evaluation. Since I didn't expand my treatment, I didn't got to visit him often. But the primary consultation was brought up very well. I am happy with it."", ""I recommend the doctorI didn't have to wait much for the consultation. It took just about 15 to 20 minutes for that. The doctor was friendly. He gave me clarified explanation about the health condition. To detect the problems, I was given some test recommendations as per the requirement. As of now, the treatment is under progress and I have noticed huge improvements in my health."", 'I recommend the doctorHappy with: Explanation of the health issueTaking treatment since June 2019 but till date not so much satisfied with treatment as I thought....']"

24,Dr. Mridu Avinashi,BHMS,"AYUSHHomoeopath
35 Years Experience Overall","J 13/58 Rajouri Garden opposite hair master salon, Delhi",Mon - Sat,"10:30 AM - 02:00 PM
06:00 PM - 08:30 PM",,₹700,https://www.practo.com/delhi/doctor/mridu-avinashi-homoeopath?practice_id=1290725&specialization=Homoeopath&referrer=doctor_listing,['Visited For child careI recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionValue for moneyExplanation of the health issueExperience was very good. His problem is getting healed after taking medicine. She is very friendly and cooperative.']

25,Dr. Priyanka Rai,BHMS,"AYUSHHomoeopath
20 Years Experience Overall","T6, 3rd Floor, HL Square, Dwarka, Delhi, Landmark: Above ICICI Bank, Delhi",Mon - Fri,11:00 AM - 08:00 PM,,₹450,https://www.practo.com/delhi/doctor/dr-priyanka-rai-1-homeopath?practice_id=1026773&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctor*** ********* *** ********** *** **** **** It has given me positive outcome in three months duration. The doctor was very supportive during the consultation. He has guided me through the diagnosis and treatment purpose very well. The time management is also perfect. I am happy about everything.', 'Visited For Arthritis (Acute &Chronic)I recommend the doctorHappy with: Treatment satisfactionWow experience and treatment**** ********* *** ************ **** *******Very caring doctorPatience listening', ""I recommend the doctorI have undergone three months course of treatment at Batra's Clinic. It was helpful in many ways with health benefits and noticeable improvements. The doctor has assisted me with great care. I am very much satisfied with the outcome. The system is very well maintained and I am happy with their services too."", ""I do not recommend the doctorI chose one year package for skin treatment. *** ** *** *** ********* ****** ** ******* ** **** ********** *** **** * ***** ******* *** ******** ** *** ****** ******* After a long term of medicine consumption, I was really fed up and gave up on this. My whole efforts got in vain. I haven't yet received my refund also."", 'I recommend the doctorI have undergone three months of treatment for hair problems. A very good result was obtained within the course end. I am happy with Dr. Priyanka for choosing the best treatment. I am highly satisfied with the overall experience.', ""I recommend the doctorI consulted her only once. I didn't undergo any treatment but. Just for some advice and initial treatment I have visited. She helped me with all the queries. The session was indeed helpful. I am satisfied with the outcome.""]"

26,Dr. Gurdeep Dhiman,"BHMS, MD - Homeopathy","AYUSHHomoeopath
9 Years Experience Overall","A-92. Shop No.2 , Ganesh Nagar , Jhansi Rani Road , Tilak Nagar, Landmark: Near Primary MCD School, Delhi",Mon - Sat,05:00 PM - 08:30 PM,95% (19 votes),₹350,https://www.practo.com/delhi/doctor/gurdeep-dhiman-homoeopath?practice_id=1191525&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Acidity TreatmentI recommend the doctorHappy with: Explanation of the health issueTreatment satisfactionI have been taking treatment from Dr Dhiman from the past 3 months for my neck pain and digestion issues,i must say he has miracle in his hands.I had taken a lot of allopathic medicines but found no relief. Within a dosage of 2-3 days given by Dr Dhiman,I could feel a significant difference in my pains.For me ,he is God sent on earth!He is very calm,humble and composite in nature and understands the issue very well.I will strongly recommend him to everyone who are looking for a cure for their health issues.Thank you so much Dr Dhiman.', 'Visited For Cough TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI was suffering from chronic cough... Now m mostly ok taking treatment from 2 month now there is No or cough.Thank you Doctor.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeThanks to the Doctor for fast and gentle treatment of my asthma .Good listener ,fluent consultations. Took care of emergency too.', 'Visited For Insomnia TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeOverall nice experience. My health is improving. Clinic ambience is nice.. Good waiting area.Receptionist talked to me very nicely. Thanx to Doctor.', 'Visited For Lumber Spondylitis treatmentchronic complaintsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDoctor is a patient listener, practical and is able to understand the patient and diagnose the problem in the first go.*** ********* ** ********* *** I have seen noticeable improvements in the first week of medication.Thanx to Dr.Gurdeep Dhiman', 'Visited For Insomnia TreatmentI recommend the doctorHappy with: Explanation of the health issueTreatment satisfactionValue for moneyI was suffering from insomnia since 2 years .....he took my case and explained me everything properly....m having normal sleep after his treatment for about 3 month s...', 'I recommend the doctorHappy with: Wait timeDoctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI was suffering from chronic problem of Bronchiectasis, and chronic cough... Now m mostly ok.m taking treatment from 1 year now there is No bleeding...or cough.Thank you Doctor.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI was suffering from severe headache and depressive thoughts...i chose Homeopathy and consulted Dr Gurdeep Dhiman... Touch would he cured my Headache also gave good motivational sessions. I have stopped all medication now.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDoctor is Good and polite...I was suffering from acute stomach pain.Got relief on no time.I recommend to visit at clinic.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyFor treatment You have to go for detailed case study in which doctor inquire about all your History .on my case it took 1 hour.After whichtreatment started...my menses are regular now and nonpain durin menses.']"

27,Dr. Vandana Mittal,BHMS,"AYUSHHomoeopath
27 Years Experience Overall","Gate No. C-8 Triveni Apartments, Sheikh Sarai Phase 1 , Landmark: Near APJ School, Delhi, Landmark: Near APJ School, Delhi",Mon - Sat,"11:00 AM - 02:00 PM
06:00 PM - 08:00 PM",,₹500,https://www.practo.com/delhi/doctor/vandana-mittal-homoeopath?practice_id=1257789&specialization=Homoeopath&referrer=doctor_listing,[]

28,Dr. Pinky Choudhary,BHMS,"AYUSHHomoeopath
8 Years Experience Overall","C-11, Ground Floor, Panchsheel Park, Landmark: Josip Broz Tito Marg, Near Chiragh Flyover, Delhi",Mon - Fri,11:00 AM - 08:00 PM,,₹450,https://www.practo.com/delhi/doctor/dr-pinky-choudhary-homoeopath?practice_id=1271207&specialization=Homoeopath&referrer=doctor_listing,[]

29,Dr. A. K.Gupta,MD - Homeopathy,"AYUSHHomoeopath
45 Years Experience Overall","J-158,, Landmark: Opposite Metro Pillar Number 415/416, Near Fedrel Bank, Delhi",Mon - Sat,05:00 PM - 08:00 PM,90% (427 votes),₹700,https://www.practo.com/delhi/doctor/prof-dr-a-k-gupta-homeopath?practice_id=695287&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Joint Pain TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionHaving multiple health issues post COVID. Feeling much better after 2weeks of treatment. Dr. Gives time to explain everything *** *** ********* *** **** **** *********', 'Visited For BRAIN DISORDERSI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionDoctor Ajay is very qualified and experienced homeopath. He can understand the issue to the root and can treat the chronic disorder, which has no answer in other form of treatment.', ""Visited For Skin Specialist through HomoeopathyI do not recommend the doctorHoped for better: Doctor friendlinessTreatment satisfactionValue for moneyWait timeHello Everyone, I visited doctor for my skin related issues and doctor discussed my case in detail, but there were lots of issues:1. Consultation Fee is very high ₹700/-2. No explanation around the problem3. On very 1st visit I was given ₹1100/- worth of medicine for 1 week not only it's superbly expensive given its homeopathy medicine also it's just few small paper pockets only4. You doesn't seems to what doctor has given as medicine as it's not mentioned anywhere, so if you want to take 2nd opinion from another doctor he will never get to know what medicine has been given5. In today's world why he is not prescribing the medicine which patient doesn't know **** ** ** ****** *** **** **********6. No one tells you that medicine will going to be insanely expensive and then for how long you need to take it 3,6,12 months7. *********** ** ** **** **** ** ***** **** ******** ****** ******* ********* else price of the medicine would be reasonable and prescription would be transparentDr. A. K.Gupta repliedAppreciate your concern and frankness. Precisely of the Charges but without having the facts and having some Misconceptions. Homoeopathy treats the Patient as whole and with Individualized approach that's how it differs from Conventional treatment where Skin is treated as a local issue. For this we need to take a detailed Case history. 1. Consultation Charges are mentioned . 2. It's discussed if needed. 3. Charges were not specially in your case . Had there been any concern or problem could have been mentioned. 4. It's a technical issue . As experienced Homoeopathic Medication has different approaches and can be disclosed if needed in the interest of Patient's welfare only. 5. If one has specific need , it's given 6. Needs to be enquired . 7. No substance without any base. All these points could have been discussed and clarified. Best wishes for Healthy life."", 'Visited For Joint Pain TreatmentI do not recommend the doctorHoped for better: Value for money*** * * ***** **** **** ***** ** *** *******Today I visited him with my maternal uncle.He demanded fee Rs.1000 in place of Rs.700 because we did not opted to take medicine from him and we opted not to take the treatment from him.When I asked why Rs.300 extra ? He was having no explanation.Dr. A. K.Gupta repliedAmount Rs.1000/- was not asked but was given at the time of Registration . You were given an appointment out of the turn on your insistance . You opted not to take the Medicines when it was being prepared.. and Prescription was also given for Investigations to be carried out.', 'Visited For chronic complaintsRespiratory TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeThis initial testimonial is for Dr A K Gupta ( i will share a detailed testimonial later ). I express my sincerest thanks , regard to Dr A K Gupta whom i have found to be highly knowledgeable, having patient wellness as his main focus , empathy for the patient. I find Dr A K Gupta to be a very humble kind human being that complements his expertise in ""Integrative Medicine - Holistic Treatment for the patient"". My mother is presently ( since October 24th ) is in a life critical medical condition. On 24th October my mother suffered heart failure - impact on left ventricle and 30 to 3 percent ejection/ fraction per 2D echo report and ever since she is on 24by7 oxygen support, having serious respiratory issues - water retention in lungs and legs, CKD stage 5 and a non healing chest ulcer. she is also nearly blind since birth. I during my search online for treatment options for my mother ( in particular edema and respiratory issues ) i came across Dr A K Gupta - Ovihams. I contacted Ovihams for emergency treatment options - i was soon put in touch with Dr A K Gupta . Dr A K Gupta sir spoke to me on phone and heard the medical issues faced by my mother and then he advised if i can visit his pritampura clinic that is nearest to my home in North Delhi. After informing Dr A K Gupta that my mother is on Oxygen support 24 by 7 and is in an extremely critical medical condition, i enquired and requested if Dr AK Gupta on humanitarian grounds could come to visit my mother at Hospital where in she is admitted. Dr AK Gupta unlike other Allopathic doctors , understanding the seriousness of the medical complications and sensing extreme pain, hopelessness in my voice as son , ageed to personallly visit the hospital. Dr AK Gupta as a medical expert knowing the emergency medical condition did not delayed and the very next day made visit to the hospital, met my mother, understood and heard her medical issues, examined her, counselled her and above all gave her a ray of hope and confidence to my mother and to myself and with confidence stated that ""edema and respiratory issues will get treated and she will be fine"" and above all he counselled me and my mother, listened to my mother and did not in any way showed off that he is running short of time or is in a hurry . Dr A K Gupta came across as a family person ( rather more than that and for me Dr A K Gupta is a god sent angelic divine healer having respect for patient feelings/ mental and physical trauma and patient suffering/ patient irritation - i saw sincerity dedication and commitment to patient welfare. Dr A K Gupta immediately arranged for the medicines ( homeopathy ) the very next day so that the treatment can be started. Dr A K Gupta subsequently followed up on the prognosis and after getting a status update on her medical condition advised further treatment that is being presently continued. As i have to attend my mother 24by 7 and having no one else in the family , finding myself in a state of hopelessness from modern medicines/ allopathic doctors - i have tremendous respect and regards for Dr A K Gupta , i sincerely hope my mother gets fully cured of her edema and is free from 24by7 respiratory problems . Dr A K Gupta has pioneered and practices Integrative medicine as a patient can get benefit from each/ any and or in combination of various pathy\'s under medical treatment. For Dr A K Gupta patient wellness is his utmost ethical priority and Dr A K Gupta does not work in a ""Silos approach""downplaying other forms of medicine as is done in modern medicine. Thanks and rgds....anurag mittal', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDr. A K Gupta was recommended to me by a senior media colleague. He comes across as a through professional- patient with patients, ************* ***** *** ******** Having earned decent credentials - both academically and having earned such long experience, it is only expected that he is an outstanding homeopath. Ever since I have started consulting him for burning sensation in my feet, itching and allergies- I am feeling some relief, if not total. But I suppose with time, my health issues will get fully cured. Thanks Dr. Gupta !!!Dr. A. K.Gupta repliedThanks 🙏', 'Visited For Cough TreatmentI recommend the doctorHappy with: Treatment satisfactionValue for moneyExplanation of the health issueDoctor friendlinessWait timeTreatment was completely satisfied and I have also noticed that my son was feeling much better with a single dose of medicine.Dr.Gupta really very experienced and I recommend all.', 'I do not recommend the doctorHe is way too expensive. During my first visit he gave me medicine for 1 week and charged 1800. At next visit he gave me medicine for 2 weeks and charged 3000. Not going to visit next time at all. Will search some other good doctors in Rajouri Garden/ Paschim Vihar area.Dr. A. K.Gupta repliedThe total amount charged was for medicine and additional things.', 'Visited For Removal Of WartsHomeopathic TreatmentsI recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionValue for moneyExplanation of the health issueThe guidence & suggestions to keep one healthy. *** ****** *** ****** **** ** ********* *** ***** ******** ******* ** *** **** ****** *** *** ****** ******* Doctor Gupta has great understanding to diagnose the disease his diagnose keep patient healthy and well being.Dr. A. K.Gupta repliedThanks 🙏', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for money*** ********* ** **** **** *** ********** Doctor takes the full history and then prescribe medicine.I am trying to call for next appointment from 5 days but not getting answered by any one.If doctor or some body from clinic reads review please provide updated number.']"

30,Dr. Neha Gera,BHMS,"AYUSHHomoeopath
24 Years Experience Overall","Modern Homoeopathic Clinic, 351, Double Storey, New Rajender Nagar, New Delhi-110060, Landmark: Close to Sai Baba Ka Mandir, Professor Ramnath Vij Marg, Delhi",Mon - Sat,"11:00 AM - 01:30 PM
04:00 PM - 09:00 PM",95% (57 votes),₹700,https://www.practo.com/delhi/doctor/dr-neha-gera-homeopath-1?practice_id=1135536&specialization=Homoeopath&referrer=doctor_listing,"[""Visited For Acidity TreatmentI recommend the doctorI went to the doctor with severe and chronic acidity problem. Firstly, she was really patient to hear all my problems and analysed it very well. She encouraged me to make a change in my dietary pattern and made me feel so positive about getting relieved from the problem very soon. As they say, homeopathic medicine takes longer time to cure but Dr. Gera's prescription worked as a boon within days. All you need is to listen to her and follow her advices religiously. I feel so much better now. Thank you Doctor! :)"", 'Visited For Acidity TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeThe doctor makes one comfortable with her friendly persona. Her energy level, bright positive attitude, candid queries earn the trust of patients who find it easy to open up and share feelings and discuss delicate issues. She also takes continuous feedback and is immediately available through all lines of communications. Most importantly, she herself is a symbol of what she advises patients to follow, viz., disciplined and restrained lifestyle. A mentally, physically and spiritually healthy doctor automatically inspires a patient.', 'Visited For Polycystic Ovary TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionWait timeI always have a very pleasant experience with Dr. Neha Gera. On my first visit she patiently listened to my problem in detail and she had a positive approach my problem. she explained each and every detail of my problem and encouraged me to excersise and eat healthy. She makes her patients feel comfortable which helps them to trust her with their problem. On every visit she gives new tips and advice for better results and makes her herself available all the time for any doubts and queries. With her constant guidance and health tips along with her medicines i was able to achieve wonderful results.', ""Visited For Acidity TreatmentCough TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeHi... My self Payal Sharma. I visited to Dr. Neha since last 4-5 months before. I am suffering for gastric issue , hormonal issues & sinus issue but now i m feeling better after visited Dr. Neha's clinic. She is such a nice doctor. Her treatment is very helpful, her behavior is superb. She is not only a nice doctor but she is a nice human being too. She treats her patient like family as per my point of view. She teaches so many things which is very helpful for life. I visited all type of doctors like Homeopathic, Allopathic & Ayurvedics for my problems but no improvement. Now i m satisfied with her treatment. I recommend her all because of her behavior and treatment efficiency. She is very friendly with her patients.I have a good experience with her & i suggested her name to my friends & family for treatment. She is calmly listen all problems then prescribe her medicines. Overall she is such a nice doctor.Thanks Dr, Neha for everything. Lots of love & Thanks 😊😊🙏🙏"", 'Visited For AlopeciaI do not recommend the doctorHoped for better: Treatment satisfactionValue for moneyAfter the consultation, Dr Neha sent messages on my WhatsApp number instead of Practo official chat & asked me to shell out Rs 2300 for the meds apart from Rs 600 consultation that I had paid on Practo. The entire amount was more than I bargained for. Even though I had not yet agreed to get the medicines from her, her delivery guy showed up at my door step the next day. I ended up paying 200 more to the delivery guy making the entire cost of medicines around Rs 2500. During the consultation, I had requested the doctor to provide me the name of individual medicines instead of buying the meds from her to save the medicine cost but she refused to divulge the medicine names & instead insisted upon providing her own combination-based Homeopathic dilutions. All in all, it was an expensive & fruitless consultation which did not benefit me at all.Dr. Neha Gera repliedDear varun I hope you grow your hair back you have forgotten you had given me the address for medicines and hair application s to regeneration of hair plus whenever I give medicines names are shared once a combination of medicine s is set for the patient Hair regrowth is a gradual process requires careful monitoring of doses it needs constant supervision unlike a cough cold medicine which can be shared over the counter', 'Visited For Obesity TreatmentI recommend the doctorThe way she starts talking to you is itself enlightening , I have visited doctors earlier they are so rude but she has a spark in everything. She made me feel beautiful, she made me realise that I can live a healthy & fit life. I really feel blessed to meet her. Yes, I am improving in my health too.', ""Visited For Skin infectionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueWait timeValue for moneyTreatment satisfactionDr.Gera has a pleasant aura to her...makes her patients immediately comfortable. She has indepth understanding of her patients problems and advises accordingly..In my case there is lots of improvement..I've lost weight in inches and gained in energy. My skin problems were also gone after her detox treatment. Dr. Gera is highly recomended."", ""I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueValue for moneyWait timeTreatment satisfactionShe's very kind as a person *** ******* ** * ******. She tries to help with your overall health and general well being and is always there to motivate and help you understand the root of the issue. Always reachable via msgs and calls to sort your queries and makes helpful videos on youtube to keep every one positive and motivated. I would highly recommend."", 'Visited For Stomach DisorderI recommend the doctorI am under the guidance of Dr Neha Gera for the last 19 years as for my health issues are concerned,my all health concerns have been addressed in professional manner.The diagnosis es of doctors is very accurate.To many people I have referred young and old to the doctor are also satisfied.The doctor is also specialized in ladies and children health issues.A soft spoken doctor is also a great dietitian which is her forte.I wish her success and bless her to serve the people.', 'Visited For Hair LossArthritis (Acute &Chronic)Osteoarthritis TreatmentI recommend the doctor*** **** ** * ***** ****** *** a great human being. Her dedication to each patient makes the patient confide in her and she can grasp the problem giving the best treatment.She stands out from others in her profession. E.g. She cured a rare arthiritis which my 14 year son had; for which no doctor (even from big and best hospitals) could find a reason or a cure for it.']"

31,Dr. Astha Jindal,BHMS,"AYUSHHomoeopath
12 Years Experience Overall","A-40, Ground Floor (Near Sheshnag Mandir), Badli Extension, Landmark: Near Haiderpur Badli Mor Metro Station, Delhi",Mon - Sat,04:30 PM - 06:30 PM,100% (16 votes),₹200,https://www.practo.com/delhi/doctor/astha-jindal-homoeopath?practice_id=1300126&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueDoctor is nice and polite.she listen to patient and have knowledge.One can consult her for health issues.', 'I recommend the doctorHappy with: Treatment satisfactionAll I can say she is best . Medicine described by her is good. I am recovering very fast .Thanku so much', 'Visited For eczema and skin problemsI recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionValue for moneyI had active acne and pigmentation. Ever since I started visiting Dr. Astha, my skin condition has improved.', 'Visited For Acidity TreatmentGastrointestinal ProblemsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeBy knowing the symptoms doctor immediately understands the problem and medication given is very effective.', 'Visited For Cough TreatmentI recommend the doctorHappy with: Doctor friendliness**** ****** experience for treatment good suggested medicine so l will go dr. Astha and take a medicine', 'I recommend the doctor* *** ***** ** ********* *** *** **** ******** I had tried every famous doctor/Hospital near by but then a friend suggested me to Homepathy and Dr. Astha Jindal. Initially I was reluctant but the problem was soon cured by Dr. Astha and the best part is she looks after the medicines and everything else.Found Her approach quite honest and friendly.', 'I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionValue for moneyWait timeExplanation of the health issueDoctor gave sufficient time and prescribed medicine after understanding the problem in detail.The important thing I like most was, we are not need to go to separate store to buy the medicines, the doctor provide the medicines too and even for some locations home delivery option was also available at a very nominal priceDr. Astha Jindal repliedThank u...', 'I recommend the doctorShe is very nice doctor. She heard my problem in brief and gave proper response of it. I highly recommend her.', 'I recommend the doctorAstha mam is very efficient doctor. Nice behaviour as well as excellent guidance. Very nice treatment provided by Astha mam. Treatment is very fast and effective.', 'I recommend the doctorExceellant command over subject. Very polite..Listens your personal information carefully. **** ******* ********** ******** ** ***** ***********CA ANIL BANSAL']"

