V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,class
0.977297,0.780889,0.814907,0.346607,0.770915,0.251485,0.267735,0.784237,0.461459,0.464187,0.365728,0.707692,0.469475,0.477525,0.35902,0.472613,0.851773,0.721062,0.467321,0.580014,0.555896,0.479075,0.663914,0.384648,0.61441,0.371157,0.418467,0.315724,3.9e-05,1.0
0.934325,0.791192,0.7976,0.334885,0.767392,0.250866,0.257078,0.797216,0.417399,0.412993,0.48495,0.591167,0.296862,0.418535,0.271296,0.42173,0.720369,0.682128,0.493431,0.580884,0.563984,0.481347,0.662521,0.31966,0.584557,0.3463,0.423407,0.316932,3.9e-05,1.0
0.95224,0.782403,0.823316,0.340283,0.779556,0.257555,0.268327,0.786302,0.444304,0.462559,0.301578,0.683997,0.49444,0.473167,0.391077,0.469193,0.849997,0.765679,0.583685,0.583494,0.556436,0.477942,0.661468,0.22613,0.593144,0.400065,0.418621,0.315184,3.9e-05,1.0
0.83701,0.796518,0.72031,0.449038,0.72893,0.245793,0.225846,0.821958,0.357592,0.37919,0.427657,0.471888,0.494996,0.457548,0.351774,0.241844,0.399648,0.330456,0.753177,0.573696,0.582488,0.509279,0.652414,0.433739,0.518708,0.325054,0.402357,0.321432,0.004161,1.0
0.88503,0.787163,0.796888,0.230863,0.757736,0.241785,0.252423,0.788309,0.472779,0.429403,0.434532,0.568085,0.369043,0.46812,0.459662,0.345594,0.605227,0.525158,0.56257,0.572613,0.570354,0.506865,0.648879,0.418491,0.576752,0.268064,0.39955,0.313153,0.002335,1.0
0.956351,0.778191,0.871801,0.390603,0.760732,0.27859,0.254991,0.761745,0.419986,0.514299,0.3622,0.739366,0.437856,0.663587,0.36525,0.451256,0.740031,0.671521,0.580785,0.588068,0.544828,0.565844,0.663758,0.416557,0.617012,0.504243,0.41891,0.317668,8e-06,1.0
0.943254,0.786152,0.821036,0.42275,0.755325,0.264916,0.24715,0.799803,0.383737,0.469698,0.398525,0.553341,0.375804,0.551843,0.396008,0.374658,0.544395,0.596393,0.698599,0.584205,0.573508,0.535726,0.664916,0.305749,0.548251,0.46772,0.425867,0.31671,0.000295,1.0
0.933407,0.788103,0.818748,0.376903,0.766187,0.255087,0.258069,0.792612,0.415802,0.448041,0.303207,0.581845,0.412287,0.463499,0.238771,0.419025,0.651884,0.60952,0.490914,0.580787,0.564286,0.497319,0.664965,0.327503,0.586763,0.408396,0.417873,0.31228,3.9e-05,1.0
0.950934,0.792881,0.768161,0.467871,0.753624,0.257119,0.237,0.799172,0.36827,0.392054,0.54359,0.453337,0.425642,0.326457,0.231955,0.295104,0.440388,0.461433,0.640046,0.588198,0.572982,0.490953,0.660668,0.273865,0.631954,0.458046,0.436714,0.324105,3.9e-05,1.0
0.942361,0.803797,0.725729,0.47057,0.750677,0.23998,0.230657,0.799747,0.313882,0.341154,0.712427,0.348173,0.423977,0.209234,0.326134,0.246854,0.361119,0.388837,0.642005,0.592292,0.578673,0.485696,0.660683,0.327545,0.628808,0.615877,0.441881,0.327936,0.0,1.0
0.942361,0.803797,0.725729,0.47057,0.750677,0.23998,0.230657,0.799747,0.313882,0.341154,0.712427,0.348173,0.423977,0.209234,0.326134,0.246854,0.361119,0.388837,0.642005,0.592292,0.578673,0.485696,0.660683,0.327545,0.628808,0.615877,0.441881,0.327936,0.0,1.0
0.925549,0.786542,0.715776,0.489016,0.747276,0.241834,0.234798,0.798321,0.311803,0.336218,0.712863,0.348969,0.431046,0.213134,0.330951,0.249003,0.361561,0.396055,0.629229,0.603399,0.583676,0.473083,0.653977,0.331087,0.61825,0.606953,0.440095,0.329746,0.019939,1.0
0.925549,0.786542,0.715776,0.489016,0.747276,0.241834,0.234798,0.798321,0.311803,0.336218,0.712863,0.348969,0.431046,0.213134,0.330951,0.249003,0.361561,0.396055,0.629229,0.603399,0.583676,0.473083,0.653977,0.331087,0.61825,0.606953,0.440095,0.329746,0.019939,1.0
0.875591,0.7806,0.747862,0.393502,0.745213,0.241945,0.226088,0.811372,0.352061,0.327771,0.607355,0.396485,0.435558,0.303311,0.194647,0.215277,0.304914,0.31786,0.671519,0.587371,0.58194,0.512721,0.674779,0.359538,0.602815,0.47062,0.443114,0.310527,0.000479,1.0
0.933985,0.758791,0.856879,0.269208,0.763823,0.262466,0.273435,0.787485,0.443941,0.49396,0.361082,0.705085,0.330541,0.670506,0.348775,0.46042,0.714673,0.668149,0.474261,0.587018,0.566728,0.510684,0.677982,0.397725,0.586684,0.324265,0.41429,0.313846,0.013792,1.0
0.907269,0.789376,0.828974,0.387996,0.753772,0.265551,0.238984,0.759368,0.428841,0.426063,0.397117,0.616556,0.497597,0.463898,0.316673,0.327931,0.623602,0.516329,0.624222,0.587639,0.564123,0.56814,0.661435,0.454608,0.565515,0.41572,0.425015,0.312443,7.8e-05,1.0
0.838858,0.803365,0.672358,0.485584,0.738623,0.234208,0.222777,0.826057,0.303535,0.334729,0.660458,0.380933,0.467431,0.258238,0.309096,0.275954,0.385725,0.408201,0.631724,0.586076,0.579267,0.484753,0.665982,0.334328,0.597757,0.595732,0.441605,0.3076,0.0,1.0
0.838858,0.803365,0.672358,0.485584,0.738623,0.234208,0.222777,0.826057,0.303535,0.334729,0.660458,0.380933,0.467431,0.258238,0.309096,0.275954,0.385725,0.408201,0.631724,0.586076,0.579267,0.484753,0.665982,0.334328,0.597757,0.595732,0.441605,0.3076,0.0,1.0
0.844241,0.808632,0.668518,0.480148,0.731036,0.241912,0.229182,0.823775,0.301392,0.332079,0.662833,0.376981,0.467774,0.255751,0.310045,0.278782,0.384228,0.406824,0.633394,0.58171,0.576863,0.488988,0.667323,0.336493,0.600028,0.601096,0.446964,0.30511,0.009845,1.0
0.844241,0.808632,0.668518,0.480148,0.731036,0.241912,0.229182,0.823775,0.301392,0.332079,0.662833,0.376981,0.467774,0.255751,0.310045,0.278782,0.384228,0.406824,0.633394,0.58171,0.576863,0.488988,0.667323,0.336493,0.600028,0.601096,0.446964,0.30511,0.009845,1.0
0.928449,0.801726,0.765441,0.425901,0.75391,0.252907,0.239079,0.802127,0.34925,0.38017,0.554249,0.453446,0.438679,0.35674,0.344577,0.260276,0.459778,0.488903,0.81197,0.589579,0.576172,0.512506,0.659973,0.277623,0.594303,0.429695,0.436131,0.323294,3.9e-05,1.0
0.920789,0.801646,0.743209,0.415271,0.745073,0.25627,0.242838,0.804933,0.357725,0.377262,0.54405,0.460969,0.443576,0.362174,0.311746,0.276326,0.454574,0.48561,0.745795,0.588872,0.576325,0.511789,0.665831,0.275581,0.587814,0.403182,0.436585,0.32071,0.009372,1.0
0.901122,0.798159,0.739317,0.424422,0.753327,0.244914,0.231491,0.811155,0.36464,0.384674,0.536309,0.473541,0.450112,0.372044,0.313799,0.278409,0.460473,0.482206,0.747292,0.586402,0.575589,0.505249,0.65643,0.282093,0.583313,0.403387,0.439374,0.31515,3.9e-05,1.0
0.897356,0.794789,0.740918,0.412931,0.735129,0.261432,0.240444,0.811316,0.351171,0.388258,0.485637,0.489663,0.470575,0.464023,0.294796,0.262878,0.407352,0.413885,0.781528,0.578364,0.577994,0.530032,0.668137,0.310197,0.587389,0.400972,0.429164,0.307041,0.012083,1.0
0.946907,0.777232,0.847985,0.368962,0.747488,0.282651,0.255458,0.729285,0.470021,0.465896,0.25378,0.741872,0.441665,0.59533,0.302637,0.438909,0.797095,0.702101,0.634626,0.59597,0.521107,0.577042,0.670654,0.469615,0.610445,0.43782,0.422911,0.318851,0.012602,1.0
0.951162,0.755061,0.801153,0.375464,0.770673,0.261338,0.275103,0.784126,0.435326,0.505951,0.346716,0.693475,0.354802,0.631622,0.354938,0.419811,0.779943,0.743757,0.737159,0.593845,0.569228,0.53492,0.684512,0.451783,0.544062,0.375623,0.416117,0.315744,0.017565,1.0
0.935184,0.762425,0.825277,0.373269,0.75895,0.29209,0.300705,0.764648,0.427721,0.54985,0.315263,0.67165,0.434053,0.611861,0.219751,0.486061,0.671743,0.642859,0.489634,0.564364,0.546375,0.507521,0.674049,0.411465,0.586419,0.371198,0.40784,0.282786,0.032284,1.0
0.892719,0.795039,0.746191,0.404693,0.761171,0.243867,0.245306,0.774811,0.42254,0.427282,0.538406,0.455413,0.448766,0.311212,0.521078,0.268078,0.545517,0.52687,0.797056,0.578363,0.588306,0.546655,0.66645,0.487199,0.529455,0.424336,0.39684,0.34911,4.6e-05,1.0
0.990875,0.777303,0.801731,0.421888,0.776947,0.27076,0.266772,0.786543,0.423383,0.51993,0.303243,0.713905,0.503224,0.56466,0.186982,0.497267,0.75437,0.733263,0.473461,0.579031,0.561725,0.521227,0.663772,0.330952,0.598731,0.45634,0.416403,0.312878,0.000358,1.0
0.917426,0.806702,0.797249,0.312548,0.768369,0.282323,0.246428,0.669917,0.578303,0.516376,0.308012,0.618902,0.54204,0.58282,0.266492,0.45684,0.827641,0.784399,0.517916,0.55747,0.72278,0.395507,0.690457,0.39817,0.491946,0.311871,0.413696,0.310306,0.000272,1.0
0.926779,0.783666,0.813053,0.281601,0.76383,0.27487,0.244277,0.755188,0.505573,0.422729,0.416672,0.511132,0.49952,0.541688,0.156098,0.372233,0.61605,0.644694,0.610201,0.585982,0.559943,0.554191,0.661017,0.3326,0.589062,0.412611,0.42328,0.314621,0.001509,1.0
0.891168,0.797666,0.726138,0.359835,0.756781,0.241684,0.245693,0.778032,0.489511,0.411003,0.577956,0.374299,0.566005,0.358504,0.36264,0.305163,0.543271,0.523283,0.576968,0.573138,0.584217,0.523065,0.673911,0.470666,0.561145,0.358872,0.391063,0.341111,0.002051,1.0
0.958419,0.792215,0.792354,0.301207,0.787773,0.245162,0.278237,0.776481,0.4938,0.43887,0.407596,0.554025,0.527438,0.445391,0.250237,0.50277,0.89344,0.845119,0.388306,0.580197,0.552389,0.467948,0.659428,0.38049,0.611016,0.305478,0.408251,0.30577,3.9e-05,1.0
0.991504,0.784458,0.762256,0.357361,0.779943,0.247096,0.269338,0.783316,0.504724,0.450189,0.493688,0.556515,0.369702,0.487871,0.263921,0.508337,0.906174,0.89616,0.469895,0.57781,0.553831,0.464565,0.664718,0.379064,0.598237,0.332224,0.416984,0.314785,3.9e-05,1.0
0.871647,0.805597,0.770804,0.260052,0.757746,0.279128,0.247043,0.692651,0.507062,0.431809,0.506452,0.514459,0.519468,0.50415,0.257795,0.395574,0.662197,0.684248,0.595161,0.550385,0.694963,0.379544,0.681632,0.360774,0.607778,0.344244,0.433928,0.324358,0.010168,1.0
0.939462,0.80365,0.729682,0.385851,0.762149,0.237368,0.253161,0.797104,0.433978,0.423985,0.429547,0.475516,0.590174,0.528314,0.261271,0.338006,0.645651,0.575867,0.592499,0.579535,0.574794,0.563407,0.668531,0.342416,0.539162,0.365867,0.420744,0.317362,0.000701,1.0
0.930043,0.801592,0.715412,0.3524,0.737593,0.25551,0.263843,0.79709,0.4522,0.393523,0.446601,0.479996,0.614347,0.504439,0.326071,0.365414,0.65755,0.607413,0.612205,0.571298,0.56874,0.534343,0.670012,0.339382,0.50744,0.312418,0.4214,0.310477,0.023383,1.0
0.902382,0.813697,0.691954,0.449354,0.73347,0.220389,0.209192,0.806561,0.362434,0.228581,0.84504,0.023975,0.391964,0.128485,0.362454,0.026267,0.112298,0.153815,0.740912,0.596139,0.59537,0.537898,0.660561,0.442299,0.61076,0.360272,0.455568,0.334447,3.9e-05,1.0
0.893364,0.827056,0.677212,0.617475,0.736309,0.228326,0.214015,0.810117,0.278892,0.260216,0.797956,0.0,0.37386,0.131692,0.155854,0.064374,0.111128,0.099954,0.575498,0.59214,0.593567,0.513919,0.664509,0.434812,0.596424,0.441459,0.451019,0.333434,0.002953,1.0
0.896577,0.82463,0.679091,0.708841,0.729217,0.234217,0.200571,0.817761,0.294272,0.276273,0.807918,0.0049,0.422049,0.120747,0.3222,0.054123,0.145389,0.179497,0.765267,0.594683,0.598716,0.555685,0.664006,0.440497,0.553454,0.53177,0.447771,0.330529,0.000332,1.0
0.89432,0.829414,0.660623,0.706705,0.72794,0.230491,0.20058,0.820491,0.281275,0.277368,0.813311,0.00952,0.430309,0.140972,0.346882,0.061806,0.145199,0.168303,0.758608,0.59298,0.59768,0.535517,0.671104,0.433712,0.53182,0.489865,0.442591,0.329001,0.0,1.0
0.853204,0.842205,0.611614,0.607043,0.712633,0.223059,0.190851,0.838711,0.316433,0.240471,0.801943,0.056565,0.453717,0.171418,0.408022,0.055797,0.187296,0.20473,0.838037,0.585418,0.601825,0.532502,0.672576,0.430787,0.56144,0.392911,0.412747,0.321219,0.001748,1.0
0.853204,0.842205,0.611614,0.607043,0.712633,0.223059,0.190851,0.838711,0.316433,0.240471,0.801943,0.056565,0.453717,0.171418,0.408022,0.055797,0.187296,0.20473,0.838037,0.585418,0.601825,0.532502,0.672576,0.430787,0.56144,0.392911,0.412747,0.321219,0.001748,1.0
0.859093,0.842718,0.615317,0.563614,0.700744,0.233477,0.195033,0.837342,0.342408,0.23312,0.788381,0.063336,0.456192,0.172148,0.392173,0.04669,0.181609,0.197511,0.876377,0.580858,0.601169,0.55924,0.673312,0.445926,0.562414,0.471584,0.418447,0.318287,0.012302,1.0
0.859093,0.842718,0.615317,0.563614,0.700744,0.233477,0.195033,0.837342,0.342408,0.23312,0.788381,0.063336,0.456192,0.172148,0.392173,0.04669,0.181609,0.197511,0.876377,0.580858,0.601169,0.55924,0.673312,0.445926,0.562414,0.471584,0.418447,0.318287,0.012302,1.0
0.843611,0.823893,0.663181,0.653751,0.712075,0.240259,0.2025,0.830842,0.279374,0.279225,0.710709,0.057791,0.440946,0.275182,0.189874,0.053468,0.072492,0.016103,0.71812,0.579401,0.592254,0.493762,0.671745,0.473178,0.533887,0.385032,0.437914,0.317138,0.00816,1.0
0.773961,0.838243,0.546977,0.62544,0.696695,0.220871,0.179596,0.862279,0.335899,0.193413,0.762838,0.098877,0.469272,0.143281,0.318304,0.071971,0.28114,0.257919,0.885835,0.573378,0.602452,0.516354,0.650227,0.436978,0.58389,0.421163,0.389477,0.30477,0.003036,1.0
0.773961,0.838243,0.546977,0.62544,0.696695,0.220871,0.179596,0.862279,0.335899,0.193413,0.762838,0.098877,0.469272,0.143281,0.318304,0.071971,0.28114,0.257919,0.885835,0.573378,0.602452,0.516354,0.650227,0.436978,0.58389,0.421163,0.389477,0.30477,0.003036,1.0
0.777663,0.843777,0.531026,0.615613,0.697275,0.217672,0.18627,0.858152,0.302274,0.199936,0.784153,0.083605,0.474534,0.167779,0.377936,0.077782,0.270836,0.257606,0.861081,0.571639,0.605252,0.542481,0.648532,0.444144,0.599593,0.510788,0.390364,0.303215,0.007338,1.0
0.777663,0.843777,0.531026,0.615613,0.697275,0.217672,0.18627,0.858152,0.302274,0.199936,0.784153,0.083605,0.474534,0.167779,0.377936,0.077782,0.270836,0.257606,0.861081,0.571639,0.605252,0.542481,0.648532,0.444144,0.599593,0.510788,0.390364,0.303215,0.007338,1.0
0.73597,0.844834,0.521053,0.723969,0.68674,0.22623,0.174744,0.879894,0.276132,0.235566,0.663323,0.118803,0.499396,0.26233,0.153354,0.136623,0.203048,0.153292,0.612028,0.565611,0.60599,0.497615,0.659302,0.452297,0.536149,0.398037,0.370398,0.298694,0.00118,1.0
0.73597,0.844834,0.521053,0.723969,0.68674,0.22623,0.174744,0.879894,0.276132,0.235566,0.663323,0.118803,0.499396,0.26233,0.153354,0.136623,0.203048,0.153292,0.612028,0.565611,0.60599,0.497615,0.659302,0.452297,0.536149,0.398037,0.370398,0.298694,0.00118,1.0
0.740266,0.846487,0.482317,0.582882,0.687792,0.211332,0.179941,0.874763,0.313353,0.186713,0.737869,0.116515,0.487405,0.200613,0.276781,0.120449,0.26494,0.248738,0.686207,0.565583,0.609306,0.538737,0.65405,0.440346,0.572014,0.4238,0.372197,0.298502,0.004049,1.0
0.740266,0.846487,0.482317,0.582882,0.687792,0.211332,0.179941,0.874763,0.313353,0.186713,0.737869,0.116515,0.487405,0.200613,0.276781,0.120449,0.26494,0.248738,0.686207,0.565583,0.609306,0.538737,0.65405,0.440346,0.572014,0.4238,0.372197,0.298502,0.004049,1.0
0.787716,0.832036,0.612611,0.595062,0.707251,0.224438,0.192812,0.847958,0.265355,0.251365,0.700945,0.09291,0.467938,0.352565,0.325298,0.0,0.130106,0.06976,0.942156,0.579389,0.606994,0.563819,0.657008,0.49583,0.608776,0.444052,0.410838,0.314375,3.9e-05,1.0
0.783296,0.835665,0.576162,0.542472,0.705935,0.218061,0.174579,0.826578,0.312639,0.208036,0.736556,0.107341,0.458784,0.25713,0.330569,0.084669,0.17404,0.173929,0.736034,0.581471,0.585801,0.558624,0.655294,0.459519,0.48796,0.361167,0.407856,0.315273,3.9e-05,1.0
0.76597,0.843144,0.609039,0.655306,0.697759,0.238487,0.178943,0.833147,0.247755,0.247657,0.645489,0.111793,0.457451,0.355084,0.149244,0.092177,0.103952,0.028051,0.654775,0.578339,0.578926,0.493677,0.672607,0.471322,0.555649,0.357934,0.398098,0.308354,0.001476,1.0
0.747955,0.853918,0.543477,0.567381,0.699926,0.226153,0.166984,0.807683,0.316352,0.162253,0.726867,0.117551,0.415329,0.174331,0.210594,0.095281,0.271069,0.257927,0.740667,0.585991,0.564183,0.580165,0.654032,0.432354,0.498443,0.340994,0.408489,0.319064,0.003776,1.0
0.764661,0.84918,0.515582,0.549461,0.697224,0.218823,0.168529,0.80773,0.290923,0.191217,0.707087,0.139603,0.436852,0.311981,0.24946,0.078964,0.196969,0.144157,0.714945,0.582489,0.566944,0.572678,0.668986,0.454277,0.568085,0.343735,0.384726,0.301469,0.000444,1.0
0.72874,0.853941,0.550061,0.527098,0.689521,0.232886,0.157888,0.785818,0.269173,0.195817,0.638195,0.169933,0.435246,0.425733,0.218958,0.062245,0.145229,0.05708,0.762516,0.587661,0.546844,0.58066,0.663327,0.488577,0.576147,0.383785,0.382072,0.30415,0.00177,1.0
0.508809,0.941331,0.314484,0.646644,0.645264,0.250674,0.075298,0.662682,0.136811,0.049679,0.548124,0.304967,0.393852,0.51404,0.156892,0.232787,0.369025,0.274948,0.518964,0.610209,0.420334,0.671482,0.678748,0.416573,0.536475,0.267562,0.282444,0.286238,3.9e-05,1.0
0.508809,0.941331,0.314484,0.646644,0.645264,0.250674,0.075298,0.662682,0.136811,0.049679,0.548124,0.304967,0.393852,0.51404,0.156892,0.232787,0.369025,0.274948,0.518964,0.610209,0.420334,0.671482,0.678748,0.416573,0.536475,0.267562,0.282444,0.286238,3.9e-05,1.0
0.508809,0.941331,0.314484,0.646644,0.645264,0.250674,0.075298,0.662682,0.136811,0.049679,0.548124,0.304967,0.393852,0.51404,0.156892,0.232787,0.369025,0.274948,0.518964,0.610209,0.420334,0.671482,0.678748,0.416573,0.536475,0.267562,0.282444,0.286238,3.9e-05,1.0
0.508809,0.941331,0.314484,0.646644,0.645264,0.250674,0.075298,0.662682,0.136811,0.049679,0.548124,0.304967,0.393852,0.51404,0.156892,0.232787,0.369025,0.274948,0.518964,0.610209,0.420334,0.671482,0.678748,0.416573,0.536475,0.267562,0.282444,0.286238,3.9e-05,1.0
0.700199,0.877337,0.497262,0.608606,0.67929,0.24416,0.13523,0.745505,0.257131,0.15407,0.636277,0.192354,0.413389,0.365809,0.184934,0.125092,0.229304,0.166415,0.681834,0.597913,0.505476,0.592389,0.690699,0.433653,0.498568,0.258331,0.367879,0.303709,3.9e-05,1.0
0.987308,0.767521,0.828955,0.419829,0.773387,0.292324,0.260827,0.792885,0.49752,0.527608,0.330798,0.627159,0.525857,0.690533,0.132983,0.444473,0.752998,0.601312,0.41396,0.576347,0.561655,0.535607,0.666788,0.246412,0.573293,0.454803,0.416654,0.311727,0.001314,1.0
0.972599,0.763402,0.794715,0.465636,0.770937,0.256839,0.27369,0.77974,0.458599,0.501323,0.323211,0.597948,0.631057,0.608775,0.227933,0.499399,0.79513,0.708346,0.399043,0.590326,0.559696,0.451355,0.660616,0.325637,0.565585,0.381528,0.413842,0.315244,0.022244,1.0
0.68123,0.889812,0.495358,0.715785,0.680899,0.250931,0.122919,0.723372,0.193704,0.171408,0.616726,0.190279,0.410925,0.398826,0.157458,0.171783,0.219778,0.140496,0.57657,0.602689,0.482732,0.563254,0.68612,0.429261,0.456239,0.294973,0.362194,0.303735,6.3e-05,1.0
0.660669,0.899913,0.507503,0.748013,0.674466,0.258878,0.124083,0.728518,0.165478,0.172399,0.624366,0.183601,0.424581,0.410231,0.247943,0.151683,0.246814,0.161713,0.732156,0.607188,0.48137,0.555567,0.692778,0.427297,0.537484,0.387453,0.360732,0.303421,6.3e-05,1.0
0.925116,0.804625,0.814703,0.51594,0.758957,0.272903,0.23741,0.732908,0.376082,0.44975,0.405684,0.459668,0.632285,0.570685,0.29395,0.324154,0.553098,0.493142,0.685304,0.601188,0.529269,0.562918,0.664818,0.353212,0.529318,0.460167,0.426347,0.320387,0.000738,1.0
0.897947,0.824516,0.772747,0.548007,0.75099,0.287491,0.212061,0.655502,0.364383,0.391497,0.436378,0.472509,0.587422,0.500497,0.325111,0.390869,0.633657,0.633876,0.574919,0.620648,0.469771,0.627168,0.6796,0.309132,0.543096,0.49177,0.416936,0.316467,0.001307,1.0
0.895336,0.810602,0.771502,0.327747,0.741599,0.277797,0.20674,0.657595,0.451677,0.371639,0.414637,0.539069,0.608044,0.623397,0.441044,0.314038,0.581195,0.563709,0.765919,0.619018,0.472837,0.647251,0.679041,0.347805,0.567587,0.329965,0.410688,0.311151,3.9e-05,1.0
0.652899,0.903003,0.498206,0.75485,0.671478,0.259452,0.120464,0.73312,0.169822,0.165249,0.616466,0.179084,0.432474,0.391152,0.260553,0.162666,0.26356,0.237183,0.693027,0.606031,0.492155,0.643719,0.687551,0.434253,0.564862,0.493046,0.356413,0.302187,0.000336,1.0
0.660352,0.897596,0.488509,0.744993,0.667624,0.259183,0.119579,0.734702,0.16642,0.193581,0.547949,0.218234,0.439845,0.526783,0.17352,0.11855,0.197313,0.081477,0.753532,0.600763,0.49132,0.62148,0.695419,0.466748,0.516947,0.413719,0.345667,0.296837,0.000382,1.0
0.624603,0.922432,0.442301,0.788963,0.665423,0.271473,0.094708,0.657525,0.154092,0.117414,0.580905,0.226043,0.365394,0.397798,0.112622,0.176421,0.329966,0.240607,0.67441,0.621095,0.428827,0.664824,0.703826,0.408512,0.510839,0.431725,0.340341,0.300028,8.9e-05,1.0
0.578733,0.931188,0.441192,0.564157,0.670236,0.258363,0.093466,0.62869,0.13616,0.075291,0.567129,0.254739,0.332111,0.517047,0.132964,0.16695,0.271315,0.18902,0.553226,0.62392,0.414616,0.704043,0.686417,0.433816,0.603006,0.322079,0.335663,0.303629,3.9e-05,1.0
0.839623,0.82161,0.757714,0.45294,0.771432,0.260901,0.238397,0.730308,0.465168,0.490701,0.594556,0.410125,0.450956,0.391855,0.260475,0.401397,0.632041,0.660689,0.455899,0.566988,0.649395,0.41411,0.66127,0.398508,0.609866,0.449292,0.422052,0.349233,3e-05,1.0
0.550823,0.943445,0.452548,0.676824,0.656454,0.289123,0.062858,0.554114,0.089274,0.098319,0.476958,0.293553,0.330405,0.649964,0.10467,0.207455,0.204977,0.136651,0.466225,0.642069,0.35812,0.779392,0.706277,0.451416,0.4876,0.35037,0.331123,0.306335,3.9e-05,1.0
0.9334,0.755722,0.836378,0.299131,0.840408,0.208416,0.208224,0.780596,0.531405,0.545672,0.36667,0.648724,0.39223,0.761799,0.264755,0.397638,0.772337,0.555772,0.434326,0.564745,0.580189,0.451266,0.428092,0.26316,0.379382,0.328589,0.42898,0.321745,3.6e-05,1.0
0.519542,0.969501,0.397437,0.745111,0.653409,0.302569,0.03958,0.476883,0.079487,0.028138,0.510422,0.307598,0.242623,0.518526,0.0,0.240801,0.357259,0.254072,0.465352,0.664459,0.28869,0.776108,0.71756,0.389555,0.540186,0.391238,0.325145,0.304024,8.9e-05,1.0
0.973806,0.779344,0.757652,0.344658,0.762531,0.242053,0.255174,0.786398,0.474416,0.417029,0.575002,0.500846,0.551476,0.491257,0.278218,0.367562,0.643857,0.637787,0.583015,0.585685,0.56795,0.506069,0.662498,0.344064,0.599663,0.335031,0.42604,0.31862,0.005756,1.0
0.478275,0.993769,0.371772,0.772241,0.644543,0.324007,0.012492,0.367175,0.0,0.003829,0.488024,0.342055,0.210203,0.654125,0.124266,0.239628,0.354636,0.267213,0.543883,0.691433,0.215637,0.900117,0.738338,0.395484,0.493217,0.426871,0.316695,0.309394,0.0,1.0
0.940955,0.783053,0.759592,0.333351,0.769939,0.235516,0.255935,0.790318,0.439261,0.418451,0.540217,0.500524,0.545884,0.542232,0.237836,0.336868,0.638963,0.616848,0.642314,0.584987,0.573951,0.550179,0.660909,0.361281,0.601042,0.389499,0.423753,0.312716,0.000858,1.0
0.925512,0.810165,0.753107,0.51341,0.761997,0.247376,0.242001,0.792675,0.343459,0.370439,0.702812,0.285738,0.580832,0.294767,0.127077,0.250219,0.39271,0.415914,0.523681,0.5903,0.579812,0.541485,0.657536,0.323833,0.599162,0.457809,0.432564,0.317752,0.0,1.0
0.919271,0.81014,0.734175,0.459391,0.751707,0.248308,0.237997,0.796426,0.407895,0.322643,0.752953,0.302798,0.589721,0.211851,0.279039,0.196399,0.504213,0.535099,0.862638,0.593734,0.579036,0.555533,0.656144,0.310119,0.591796,0.451649,0.434407,0.319923,0.004048,1.0
0.933543,0.806724,0.709104,0.581782,0.755283,0.246313,0.230282,0.802709,0.38717,0.367885,0.691187,0.312224,0.590485,0.246846,0.064033,0.25714,0.447811,0.438958,0.568416,0.585904,0.576921,0.516811,0.66477,0.308801,0.535372,0.424574,0.422383,0.306558,8.9e-05,1.0
0.47056,1.0,0.354712,0.77701,0.637918,0.328111,0.0,0.345109,0.003924,0.0,0.492343,0.360144,0.215472,0.672837,0.179166,0.269343,0.352449,0.282424,0.492951,0.698016,0.193973,0.897985,0.746612,0.385448,0.492184,0.401726,0.311628,0.304212,0.0,1.0
0.91602,0.813252,0.70266,0.489713,0.753438,0.238436,0.235113,0.801314,0.36123,0.360267,0.721982,0.320544,0.614148,0.344011,0.300912,0.190381,0.446797,0.441012,0.827242,0.588701,0.58285,0.557671,0.661476,0.332258,0.598425,0.43874,0.419925,0.30883,3.9e-05,1.0
0.909414,0.815475,0.671873,0.448799,0.741118,0.244138,0.243946,0.801986,0.376545,0.351985,0.701673,0.328829,0.612594,0.347313,0.213363,0.220701,0.427637,0.428261,0.679068,0.58139,0.581999,0.570688,0.665375,0.33361,0.544366,0.361595,0.427442,0.308233,0.013504,1.0
0.88658,0.797553,0.735371,0.5574,0.742795,0.251413,0.218203,0.815972,0.376399,0.402983,0.603481,0.353681,0.664539,0.440729,0.178818,0.250572,0.336947,0.364927,0.603186,0.577839,0.587604,0.583176,0.65685,0.374278,0.475231,0.413617,0.419035,0.300951,0.000295,1.0
0.863094,0.82236,0.707158,0.611782,0.747157,0.247189,0.22679,0.817549,0.307481,0.356976,0.712769,0.302597,0.649177,0.301652,0.322037,0.274305,0.478407,0.520263,0.716276,0.582688,0.581515,0.530016,0.663931,0.312138,0.567975,0.500825,0.414543,0.30339,0.0,1.0
0.87349,0.822267,0.679527,0.625713,0.742589,0.244645,0.222014,0.822192,0.329271,0.366615,0.710503,0.317379,0.65989,0.30553,0.316682,0.284293,0.47963,0.514058,0.685175,0.58131,0.580653,0.521594,0.669806,0.308324,0.568105,0.491882,0.409085,0.295207,0.0,1.0
0.86397,0.827171,0.668018,0.625017,0.736029,0.247876,0.223321,0.825616,0.329128,0.366705,0.704583,0.322107,0.666265,0.312872,0.316724,0.289627,0.483486,0.514849,0.682461,0.579576,0.579671,0.52069,0.669685,0.309969,0.572017,0.494205,0.411019,0.293923,0.004661,1.0
